"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"29.04.2010","85.17","83.33","85.63","83.01","393.69K","2.34%"
"28.04.2010","83.22","81.84","83.44","81.29","400.70K","0.95%"
"27.04.2010","82.44","83.89","84.33","81.70","462.84K","-2.09%"
"26.04.2010","84.20","85.22","85.63","83.73","337.12K","-1.08%"
"23.04.2010","85.12","83.75","85.19","82.92","322.55K","1.70%"
"22.04.2010","83.70","83.47","84.07","81.73","433.95K","0.02%"
"21.04.2010","83.68","84.03","84.64","82.92","428.24K","0.28%"
"20.04.2010","83.45","81.69","83.65","81.51","33.43K","2.46%"
"19.04.2010","81.45","82.92","83.00","80.53","122.83K","-2.15%"
"16.04.2010","83.24","85.35","85.44","82.52","268.76K","-2.65%"
"15.04.2010","85.51","85.91","86.27","85.27","274.10K","-0.38%"
"14.04.2010","85.84","83.82","86.39","83.71","425.17K","2.13%"
"13.04.2010","84.05","84.36","84.42","82.51","552.30K","-0.34%"
"12.04.2010","84.34","85.17","85.71","84.08","421.90K","-0.68%"
"09.04.2010","84.92","85.56","86.37","84.12","442.94K","-0.55%"
"08.04.2010","85.39","85.64","85.88","84.38","389.60K","-0.57%"
"07.04.2010","85.88","86.76","87.00","85.52","379.53K","-1.11%"
"06.04.2010","86.84","86.74","87.09","86.13","290.48K","0.25%"
"05.04.2010","86.62","85.31","86.90","85.06","244.11K","2.06%"
"01.04.2010","84.87","83.36","85.37","83.21","234.24K","1.33%"
"31.03.2010","83.76","82.50","83.85","82.22","371.96K","1.69%"
"30.03.2010","82.37","82.50","82.74","81.77","244.44K","0.24%"
"29.03.2010","82.17","80.24","82.78","80.18","311.04K","2.71%"
"26.03.2010","80.00","80.13","81.46","79.54","324.61K","-0.66%"
"25.03.2010","80.53","80.25","81.48","80.10","296.27K","-0.10%"
"24.03.2010","80.61","81.58","81.64","79.88","307.76K","-1.59%"
"23.03.2010","81.91","81.81","82.20","80.85","261.87K","0.81%"
"22.03.2010","81.25","80.93","81.49","78.57","32.68K","0.71%"
"19.03.2010","80.68","82.17","82.17","79.86","150.68K","-1.85%"
"18.03.2010","82.20","82.85","82.85","81.68","208.34K","-0.88%"
"17.03.2010","82.93","82.05","83.09","81.72","275.21K","1.51%"
"16.03.2010","81.70","79.84","82.10","79.32","290.18K","2.38%"
"15.03.2010","79.80","81.13","81.31","79.13","283.14K","-1.77%"
"12.03.2010","81.24","82.20","83.16","80.57","337.20K","-1.06%"
"11.03.2010","82.11","81.98","82.38","81.33","279.16K","0.02%"
"10.03.2010","82.09","81.38","83.03","80.81","430.15K","0.74%"
"09.03.2010","81.49","81.75","81.91","80.16","332.13K","-0.46%"
"08.03.2010","81.87","81.79","82.41","80.75","295.35K","0.45%"
"05.03.2010","81.50","80.58","82.07","80.47","299.63K","1.61%"
"04.03.2010","80.21","81.01","81.09","79.70","278.89K","-0.82%"
"03.03.2010","80.87","79.64","81.23","79.44","306.91K","1.49%"
"02.03.2010","79.68","78.88","80.95","78.26","301.70K","1.25%"
"01.03.2010","78.70","79.84","80.62","78.06","298.72K","-1.21%"
"26.02.2010","79.66","78.33","80.05","77.82","319.04K","1.91%"
"25.02.2010","78.17","80.31","80.32","77.05","346.03K","-2.29%"
"24.02.2010","80.00","79.13","80.45","78.25","289.32K","1.45%"
"23.02.2010","78.86","80.03","80.39","78.22","316.88K","-1.62%"
"22.02.2010","80.16","80.10","80.51","79.45","34.94K","0.44%"
"19.02.2010","79.81","78.37","80.10","77.76","183.23K","0.95%"
"18.02.2010","79.06","77.29","79.29","76.32","274.17K","2.24%"
"17.02.2010","77.33","77.32","77.82","76.53","283.82K","0.42%"
"16.02.2010","77.01","74.02","77.42","73.71","365.03K","3.89%"
"12.02.2010","74.13","75.30","75.35","72.66","335.81K","-1.53%"
"11.02.2010","75.28","74.65","75.69","73.38","464.44K","1.02%"
"10.02.2010","74.52","73.79","74.97","72.60","422.06K","1.04%"
"09.02.2010","73.75","71.68","74.15","71.32","429.85K","2.59%"
"08.02.2010","71.89","72.18","72.39","70.77","345.64K","0.98%"
"05.02.2010","71.19","73.04","73.94","69.50","596.14K","-2.67%"
"04.02.2010","73.14","77.09","77.17","72.42","523.89K","-4.99%"
"03.02.2010","76.98","76.99","78.04","76.52","391.29K","-0.32%"
"02.02.2010","77.23","74.94","77.41","74.40","366.27K","3.76%"
"01.02.2010","74.43","72.84","74.99","72.49","277.41K","2.11%"
"29.01.2010","72.89","73.89","74.82","72.43","335.27K","-1.02%"
"28.01.2010","73.64","73.75","74.49","72.93","292.91K","-0.04%"
"27.01.2010","73.67","74.69","75.09","72.65","356.18K","-1.39%"
"26.01.2010","74.71","75.28","75.39","73.82","256.21K","-0.73%"
"25.01.2010","75.26","74.24","75.42","74.06","280.56K","0.97%"
"22.01.2010","74.54","75.84","76.50","74.01","348.82K","-2.02%"
"21.01.2010","76.08","77.56","78.36","75.66","327.42K","-1.98%"
"20.01.2010","77.62","78.88","79.03","76.96","40.68K","-1.77%"
"19.01.2010","79.02","77.85","79.15","76.76","186.88K","1.31%"
"15.01.2010","78.00","79.20","79.31","77.70","200.56K","-1.75%"
"14.01.2010","79.39","79.63","80.36","78.92","275.40K","-0.33%"
"13.01.2010","79.65","80.06","80.67","78.37","401.63K","-1.41%"
"12.01.2010","80.79","82.07","82.34","79.91","333.87K","-2.10%"
"11.01.2010","82.52","82.88","83.95","81.96","296.30K","-0.28%"
"08.01.2010","82.75","82.65","83.47","81.80","310.38K","0.11%"
"07.01.2010","82.66","83.20","83.36","82.26","246.63K","-0.63%"
"06.01.2010","83.18","81.43","83.52","80.85","370.06K","1.72%"
"05.01.2010","81.77","81.63","82.00","80.95","258.89K","0.32%"
"04.01.2010","81.51","79.63","81.79","79.63","263.54K","2.71%"
"31.12.2009","79.36","79.28","80.00","79.16","120.37K","0.10%"
"30.12.2009","79.28","78.80","79.80","78.46","156.08K","0.52%"
"29.12.2009","78.87","78.66","79.39","78.02","137.09K","0.13%"
"28.12.2009","78.77","77.92","79.12","77.76","108.90K","0.92%"
"24.12.2009","78.05","76.59","78.25","76.19","102.48K","1.80%"
"23.12.2009","76.67","74.52","77.00","74.25","205.59K","3.05%"
"22.12.2009","74.40","73.43","74.91","72.72","196.83K","2.66%"
"21.12.2009","72.47","73.05","74.32","71.99","25.99K","-1.21%"
"18.12.2009","73.36","72.60","74.69","72.55","122.74K","0.98%"
"17.12.2009","72.65","72.74","73.13","71.21","173.96K","-0.01%"
"16.12.2009","72.66","70.78","73.55","70.59","298.38K","2.79%"
"15.12.2009","70.69","69.57","71.15","69.31","262.95K","1.70%"
"14.12.2009","69.51","69.63","70.22","68.59","268.93K","-0.52%"
"11.12.2009","69.87","70.57","71.20","69.46","343.41K","-0.95%"
"10.12.2009","70.54","70.80","71.39","69.81","407.66K","-0.18%"
"09.12.2009","70.67","73.12","73.87","70.13","526.97K","-2.69%"
"08.12.2009","72.62","74.00","74.39","72.43","424.77K","-1.77%"
"07.12.2009","73.93","75.80","76.10","73.70","359.25K","-2.04%"
"04.12.2009","75.47","75.83","77.90","74.85","411.58K","-1.29%"
"03.12.2009","76.46","76.51","77.50","75.54","351.79K","-0.18%"
"02.12.2009","76.60","77.90","78.59","76.22","340.90K","-2.26%"
"01.12.2009","78.37","77.35","79.04","77.01","310.48K","1.41%"
"30.11.2009","77.28","76.05","78.00","75.13","358.54K","1.62%"
"27.11.2009","76.05","77.80","77.94","72.39","301.35K","-2.45%"
"25.11.2009","77.96","75.83","78.09","75.50","337.39K","2.55%"
"24.11.2009","76.02","77.45","77.80","75.60","413.03K","-1.99%"
"23.11.2009","77.56","77.80","79.92","77.15","382.89K","1.09%"
"20.11.2009","76.72","77.59","77.99","76.20","35.05K","-0.96%"
"19.11.2009","77.46","79.63","79.87","77.06","175.23K","-2.66%"
"18.11.2009","79.58","79.38","80.33","78.67","253.66K","0.56%"
"17.11.2009","79.14","78.93","79.73","78.14","319.24K","0.30%"
"16.11.2009","78.90","76.58","79.43","76.35","361.39K","3.34%"
"13.11.2009","76.35","76.78","77.67","75.57","335.37K","-0.77%"
"12.11.2009","76.94","79.25","79.69","76.52","412.83K","-2.95%"
"11.11.2009","79.28","78.88","80.10","78.57","297.82K","0.29%"
"10.11.2009","79.05","79.24","80.51","77.89","371.09K","-0.48%"
"09.11.2009","79.43","77.87","80.19","77.77","327.40K","2.58%"
"06.11.2009","77.43","79.80","80.34","76.71","395.80K","-2.75%"
"05.11.2009","79.62","80.29","80.52","79.34","257.60K","-0.97%"
"04.11.2009","80.40","79.47","81.06","79.12","366.10K","1.01%"
"03.11.2009","79.60","78.09","79.77","76.55","373.99K","1.88%"
"02.11.2009","78.13","77.02","78.66","76.56","371.01K","1.47%"
"30.10.2009","77.00","79.98","80.21","76.85","412.39K","-3.59%"
"29.10.2009","79.87","78.75","80.46","77.03","360.58K","3.11%"
"28.10.2009","77.46","79.47","79.83","77.06","359.44K","-2.63%"
"27.10.2009","79.55","78.68","79.89","77.81","375.67K","1.11%"
"26.10.2009","78.68","79.65","81.58","77.97","363.91K","-2.26%"
"23.10.2009","80.50","81.26","81.78","79.55","293.75K","-0.85%"
"22.10.2009","81.19","81.04","81.50","79.86","295.41K","-0.22%"
"21.10.2009","81.37","78.69","82.00","77.64","395.74K","2.88%"
"20.10.2009","79.09","79.61","80.05","78.05","40.16K","-0.65%"
"19.10.2009","79.61","78.56","79.69","78.05","131.53K","1.38%"
"16.10.2009","78.53","77.76","78.75","76.82","238.42K","1.22%"
"15.10.2009","77.58","75.34","77.97","74.79","355.57K","3.19%"
"14.10.2009","75.18","74.40","75.53","74.40","296.01K","1.39%"
"13.10.2009","74.15","73.17","74.55","72.83","361.15K","1.20%"
"12.10.2009","73.27","72.24","73.84","72.05","260.23K","2.09%"
"09.10.2009","71.77","71.42","72.35","70.62","322.28K","0.11%"
"08.10.2009","71.69","69.80","72.55","69.17","405.21K","3.05%"
"07.10.2009","69.57","71.16","71.76","68.88","346.92K","-1.85%"
"06.10.2009","70.88","70.26","71.97","70.06","313.29K","0.67%"
"05.10.2009","70.41","69.81","71.00","68.05","346.92K","0.66%"
"02.10.2009","69.95","70.35","70.69","68.32","312.01K","-1.23%"
"01.10.2009","70.82","70.40","71.39","69.13","334.69K","0.30%"
"30.09.2009","70.61","66.71","70.72","66.22","386.69K","5.85%"
"29.09.2009","66.71","67.11","67.33","65.82","247.35K","-0.19%"
"28.09.2009","66.84","66.15","67.54","65.41","231.41K","1.24%"
"25.09.2009","66.02","65.92","67.09","65.05","315.32K","0.20%"
"24.09.2009","65.89","68.33","68.77","65.60","357.46K","-4.47%"
"23.09.2009","68.97","71.63","71.81","68.04","307.58K","-3.61%"
"22.09.2009","71.55","69.67","71.85","69.61","31.20K","2.64%"
"21.09.2009","69.71","71.78","72.20","68.96","142.85K","-3.23%"
"18.09.2009","72.04","72.40","72.66","71.27","165.70K","-0.59%"
"17.09.2009","72.47","72.31","73.16","71.66","235.71K","-0.06%"
"16.09.2009","72.51","70.40","72.56","70.14","291.95K","2.23%"
"15.09.2009","70.93","68.78","71.19","68.48","288.04K","3.01%"
"14.09.2009","68.86","69.15","69.51","68.02","255.72K","-0.62%"
"11.09.2009","69.29","72.05","72.90","68.82","374.69K","-3.68%"
"10.09.2009","71.94","71.64","72.44","70.86","345.55K","0.88%"
"09.09.2009","71.31","71.33","72.52","70.66","331.98K","0.30%"
"08.09.2009","71.10","67.87","71.79","67.54","374.24K","4.53%"
"04.09.2009","68.02","68.19","68.78","67.12","229.78K","0.09%"
"03.09.2009","67.96","68.15","69.40","67.66","231.97K","-0.13%"
"02.09.2009","68.05","67.70","68.80","67.05","269.50K","0.00%"
"01.09.2009","68.05","69.85","71.37","68.00","336.84K","-2.73%"
"31.08.2009","69.96","71.00","73.36","69.13","276.97K","-3.82%"
"28.08.2009","72.74","72.86","73.52","71.78","239.22K","0.34%"
"27.08.2009","72.49","71.36","72.95","69.83","272.73K","1.48%"
"26.08.2009","71.43","71.35","72.64","70.67","255.50K","-0.86%"
"25.08.2009","72.05","73.97","75.00","71.11","324.40K","-3.12%"
"24.08.2009","74.37","73.75","74.81","73.57","208.70K","0.65%"
"21.08.2009","73.89","72.88","74.72","72.03","246.23K","1.86%"
"20.08.2009","72.54","72.15","72.88","71.65","35.49K","0.17%"
"19.08.2009","72.42","70.25","72.80","68.05","126.68K","4.67%"
"18.08.2009","69.19","66.80","70.29","66.11","182.99K","3.66%"
"17.08.2009","66.75","67.69","67.69","65.23","264.79K","-1.13%"
"14.08.2009","67.51","70.90","71.60","67.12","320.14K","-4.27%"
"13.08.2009","70.52","70.54","72.21","70.05","322.97K","0.51%"
"12.08.2009","70.16","69.67","71.13","68.84","342.27K","1.02%"
"11.08.2009","69.45","70.76","71.25","68.71","389.08K","-1.63%"
"10.08.2009","70.60","70.67","71.57","70.09","304.09K","-0.47%"
"07.08.2009","70.93","71.81","72.84","70.38","367.02K","-1.40%"
"06.08.2009","71.94","71.83","72.42","70.18","328.67K","-0.04%"
"05.08.2009","71.97","71.82","72.10","69.71","307.55K","0.77%"
"04.08.2009","71.42","71.34","71.95","70.16","285.88K","-0.22%"
"03.08.2009","71.58","69.30","72.20","69.09","323.46K","3.07%"
"31.07.2009","69.45","66.69","69.74","64.96","400.84K","3.75%"
"30.07.2009","66.94","62.86","67.29","62.76","344.22K","5.67%"
"29.07.2009","63.35","66.68","67.01","62.70","342.41K","-5.77%"
"28.07.2009","67.23","68.26","68.86","66.48","253.56K","-1.68%"
"27.07.2009","68.38","68.05","68.99","67.60","245.18K","0.48%"
"24.07.2009","68.05","66.62","68.20","66.46","217.27K","1.33%"
"23.07.2009","67.16","65.40","67.49","64.40","321.63K","2.69%"
"22.07.2009","65.40","65.03","65.77","63.76","319.99K","1.05%"
"21.07.2009","64.72","64.20","65.53","63.51","32.22K","1.16%"
"20.07.2009","63.98","63.38","64.90","63.19","125.15K","0.66%"
"17.07.2009","63.56","62.24","63.99","61.04","186.32K","2.48%"
"16.07.2009","62.02","62.00","62.25","60.29","250.04K","0.78%"
"15.07.2009","61.54","59.79","62.00","59.65","279.73K","3.39%"
"14.07.2009","59.52","60.14","61.46","59.15","305.95K","-0.28%"
"13.07.2009","59.69","59.86","60.67","58.32","301.91K","-0.33%"
"10.07.2009","59.89","60.45","60.89","58.72","264.75K","-0.86%"
"09.07.2009","60.41","60.38","61.62","59.25","314.80K","0.45%"
"08.07.2009","60.14","62.31","62.68","60.01","334.96K","-4.43%"
"07.07.2009","62.93","64.19","64.91","62.21","262.36K","-1.75%"
"06.07.2009","64.05","66.49","67.17","63.40","256.99K","-4.02%"
"02.07.2009","66.73","69.22","69.74","66.26","243.25K","-3.72%"
"01.07.2009","69.31","70.45","71.85","68.52","304.64K","-0.83%"
"30.06.2009","69.89","71.60","73.38","68.90","331.55K","-2.24%"
"29.06.2009","71.49","69.25","71.92","68.36","229.88K","3.37%"
"26.06.2009","69.16","70.34","71.29","68.81","208.03K","-1.52%"
"25.06.2009","70.23","68.29","70.93","68.11","254.94K","2.27%"
"24.06.2009","68.67","68.55","69.86","68.06","242.86K","-0.82%"
"23.06.2009","69.24","67.15","69.68","66.37","279.90K","3.45%"
"22.06.2009","66.93","69.89","69.89","66.25","32.07K","-3.77%"
"19.06.2009","69.55","71.35","72.30","68.90","115.71K","-2.55%"
"18.06.2009","71.37","70.82","71.75","70.22","178.85K","0.48%"
"17.06.2009","71.03","70.26","71.28","69.00","265.58K","0.79%"
"16.06.2009","70.47","70.31","72.77","69.80","266.35K","-0.21%"
"15.06.2009","70.62","72.20","72.35","69.58","242.21K","-1.97%"
"12.06.2009","72.04","72.43","72.63","70.80","224.60K","-0.88%"
"11.06.2009","72.68","71.46","73.23","71.32","314.79K","1.89%"
"10.06.2009","71.33","70.51","71.79","70.43","346.25K","1.89%"
"09.06.2009","70.01","68.69","70.69","68.43","316.88K","2.82%"
"08.06.2009","68.09","68.32","68.95","66.78","289.28K","-0.51%"
"05.06.2009","68.44","68.73","70.32","67.54","329.26K","-0.54%"
"04.06.2009","68.81","66.09","69.60","65.92","304.67K","4.07%"
"03.06.2009","66.12","68.25","68.95","64.95","322.37K","-3.54%"
"02.06.2009","68.55","68.04","69.05","67.50","266.86K","-0.04%"
"01.06.2009","68.58","66.48","68.68","66.23","234.08K","3.42%"
"29.05.2009","66.31","64.77","66.64","64.68","261.37K","1.89%"
"28.05.2009","65.08","62.91","65.44","62.75","281.44K","2.57%"
"27.05.2009","63.45","62.87","63.82","62.19","261.89K","1.60%"
"26.05.2009","62.45","61.50","62.54","59.53","267.13K","1.26%"
"22.05.2009","61.67","61.05","61.98","60.50","186.30K","1.02%"
"21.05.2009","61.05","61.68","61.87","59.92","237.41K","-1.60%"
"20.05.2009","62.04","60.18","62.26","59.86","270.02K","4.01%"
"19.05.2009","59.65","59.16","60.48","58.55","40.96K","1.05%"
"18.05.2009","59.03","56.47","59.33","56.12","134.71K","4.77%"
"15.05.2009","56.34","58.54","58.88","56.07","216.09K","-3.89%"
"14.05.2009","58.62","57.73","59.00","56.55","260.46K","1.03%"
"13.05.2009","58.02","59.29","59.90","57.41","311.80K","-1.41%"
"12.05.2009","58.85","58.10","60.08","57.81","305.96K","0.60%"
"11.05.2009","58.50","58.49","58.63","56.78","290.03K","-0.22%"
"08.05.2009","58.63","56.50","58.75","56.15","291.82K","3.39%"
"07.05.2009","56.71","56.30","58.57","55.46","377.83K","0.66%"
"06.05.2009","56.34","54.12","56.47","53.57","334.30K","4.64%"
"05.05.2009","53.84","54.46","54.83","53.50","234.31K","-1.16%"
"04.05.2009","54.47","52.62","54.64","52.56","229.78K","2.39%"
"01.05.2009","53.20","50.95","53.65","50.43","248.75K","4.07%"
"30.04.2009","51.12","50.79","51.94","50.21","208.30K","0.29%"
"29.04.2009","50.97","49.25","51.42","49.12","234.83K","2.10%"
"28.04.2009","49.92","50.10","50.19","48.55","186.82K","-0.44%"
"27.04.2009","50.14","51.45","51.45","48.01","265.29K","-2.74%"
"24.04.2009","51.55","49.65","51.75","49.06","230.87K","3.89%"
"23.04.2009","49.62","48.49","49.92","48.37","227.30K","1.58%"
"22.04.2009","48.85","48.68","49.09","47.70","238.73K","5.03%"
"21.04.2009","46.51","45.26","47.20","43.83","23.86K","1.37%"
"20.04.2009","45.88","50.16","50.31","45.44","89.90K","-8.84%"
"17.04.2009","50.33","49.93","51.37","49.41","137.02K","0.70%"
"16.04.2009","49.98","49.70","50.48","49.11","196.96K","1.48%"
"15.04.2009","49.25","49.16","50.79","48.91","228.06K","-0.32%"
"14.04.2009","49.41","49.96","51.12","48.85","284.71K","-1.28%"
"13.04.2009","50.05","52.00","52.15","48.84","290.46K","-4.19%"
"09.04.2009","52.24","49.96","52.45","49.72","294.84K","5.79%"
"08.04.2009","49.38","48.47","51.30","47.37","352.61K","0.47%"
"07.04.2009","49.15","51.39","51.82","48.40","254.03K","-3.72%"
"06.04.2009","51.05","52.40","53.60","49.81","228.98K","-2.78%"
"03.04.2009","52.51","52.36","53.90","51.02","212.17K","-0.25%"
"02.04.2009","52.64","48.45","52.87","48.45","270.27K","8.78%"
"01.04.2009","48.39","48.96","48.96","47.26","234.22K","-2.56%"
"31.03.2009","49.66","48.64","50.00","47.77","240.25K","2.58%"
"30.03.2009","48.41","52.25","52.25","48.11","222.17K","-7.58%"
"27.03.2009","52.38","54.00","54.28","51.64","181.17K","-3.61%"
"26.03.2009","54.34","52.84","54.66","52.76","196.92K","2.98%"
"25.03.2009","52.77","53.73","54.18","51.86","283.73K","-2.24%"
"24.03.2009","53.98","53.83","54.20","52.45","212.79K","0.33%"
"23.03.2009","53.80","52.13","54.05","51.62","229.89K","5.37%"
"20.03.2009","51.06","51.06","52.13","50.30","25.55K","-1.07%"
"19.03.2009","51.61","49.73","52.25","48.78","96.38K","7.21%"
"18.03.2009","48.14","48.67","49.87","46.92","125.34K","-2.07%"
"17.03.2009","49.16","47.06","49.82","46.53","214.93K","3.82%"
"16.03.2009","47.35","45.20","47.63","43.62","240.08K","2.38%"
"13.03.2009","46.25","47.21","48.14","45.60","221.03K","-1.66%"
"12.03.2009","47.03","42.73","47.22","42.51","316.57K","11.10%"
"11.03.2009","42.33","45.57","46.04","42.08","339.88K","-7.39%"
"10.03.2009","45.71","47.25","48.32","45.33","289.16K","-2.89%"
"09.03.2009","47.07","45.76","48.83","44.97","390.59K","3.41%"
"06.03.2009","45.52","43.61","46.30","43.45","306.35K","4.38%"
"05.03.2009","43.61","45.42","45.70","42.86","228.19K","-3.90%"
"04.03.2009","45.38","41.38","45.76","41.04","319.76K","8.96%"
"03.03.2009","41.65","40.10","42.07","39.44","241.54K","3.74%"
"02.03.2009","40.15","44.34","44.49","39.84","245.23K","-10.30%"
"27.02.2009","44.76","44.59","44.91","42.55","274.58K","-1.02%"
"26.02.2009","45.22","42.39","45.30","42.27","287.20K","6.40%"
"25.02.2009","42.50","39.92","42.83","39.40","323.43K","6.36%"
"24.02.2009","39.96","38.10","40.13","37.65","238.19K","3.95%"
"23.02.2009","38.44","39.73","41.49","37.87","285.91K","-1.28%"
"20.02.2009","38.94","38.86","39.50","36.91","25.55K","-1.37%"
"19.02.2009","39.48","34.75","39.85","34.59","82.55K","14.04%"
"18.02.2009","34.62","35.02","36.22","34.13","73.86K","-0.89%"
"17.02.2009","34.93","37.81","38.49","34.45","153.71K","-6.88%"
"13.02.2009","37.51","34.36","38.25","33.81","281.71K","10.39%"
"12.02.2009","33.98","35.92","36.25","33.55","326.18K","-5.45%"
"11.02.2009","35.94","38.15","38.47","35.65","315.65K","-4.29%"
"10.02.2009","37.55","39.76","41.80","37.35","359.67K","-5.08%"
"09.02.2009","39.56","39.88","42.43","39.42","317.50K","-1.52%"
"06.02.2009","40.17","41.00","42.68","38.60","518.38K","-2.43%"
"05.02.2009","41.17","40.30","41.25","39.46","229.73K","2.11%"
"04.02.2009","40.32","40.93","41.92","39.74","254.20K","-1.13%"
"03.02.2009","40.78","40.28","41.17","39.65","244.62K","1.75%"
"02.02.2009","40.08","41.75","42.31","39.83","263.65K","-3.84%"
"30.01.2009","41.68","41.65","43.44","41.02","237.73K","0.58%"
"29.01.2009","41.44","42.22","42.32","40.18","245.85K","-1.71%"
"28.01.2009","42.16","41.99","43.60","40.60","291.42K","1.39%"
"27.01.2009","41.58","45.65","47.49","41.41","308.44K","-9.08%"
"26.01.2009","45.73","46.05","48.59","45.25","277.50K","-1.59%"
"23.01.2009","46.47","43.26","47.00","41.40","269.76K","6.41%"
"22.01.2009","43.67","44.21","45.10","40.41","317.57K","0.28%"
"21.01.2009","43.55","40.91","44.43","40.24","276.26K","12.42%"
"20.01.2009","38.74","36.14","39.55","32.70","28.52K","6.11%"
"16.01.2009","36.51","35.28","36.87","34.18","97.98K","3.14%"
"15.01.2009","35.40","37.34","37.99","33.20","179.93K","-5.04%"
"14.01.2009","37.28","38.72","39.45","35.52","311.08K","-1.32%"
"13.01.2009","37.78","37.49","39.50","36.10","340.62K","0.51%"
"12.01.2009","37.59","40.55","40.80","37.48","272.83K","-7.94%"
"09.01.2009","40.83","42.45","42.70","39.38","277.43K","-2.09%"
"08.01.2009","41.70","42.63","43.63","40.54","312.49K","-2.18%"
"07.01.2009","42.63","48.41","49.09","42.41","306.26K","-12.25%"
"06.01.2009","48.58","48.40","50.47","47.60","331.31K","-0.47%"
"05.01.2009","48.81","47.04","49.28","45.56","258.76K","5.33%"
"02.01.2009","46.34","43.72","46.74","41.05","184.68K","3.90%"
"31.12.2008","44.60","39.17","45.54","36.94","188.60K","14.27%"
"30.12.2008","39.03","40.01","40.39","37.93","137.26K","-2.47%"
"29.12.2008","40.02","38.40","42.20","37.53","150.60K","6.13%"
"26.12.2008","37.71","35.70","38.03","35.60","64.55K","6.68%"
"24.12.2008","35.35","39.15","39.69","35.13","93.38K","-9.31%"
"23.12.2008","38.98","39.55","40.65","37.79","146.20K","-2.33%"
"22.12.2008","39.91","42.79","43.44","39.50","149.14K","17.83%"
"19.12.2008","33.87","36.26","37.59","32.40","24.69K","-6.49%"
"18.12.2008","36.22","40.32","40.90","35.98","96.00K","-9.59%"
"17.12.2008","40.06","43.75","45.50","39.88","174.26K","-8.12%"
"16.12.2008","43.60","44.95","46.53","42.56","259.90K","-2.04%"
"15.12.2008","44.51","46.77","50.05","44.10","256.31K","-3.82%"
"12.12.2008","46.28","47.00","47.51","43.32","291.63K","-3.54%"
"11.12.2008","47.98","44.05","49.12","43.28","317.27K","10.25%"
"10.12.2008","43.52","42.40","46.17","41.89","362.39K","3.45%"
"09.12.2008","42.07","44.05","44.57","41.83","240.87K","-3.75%"
"08.12.2008","43.71","41.64","44.70","41.55","289.53K","7.11%"
"05.12.2008","40.81","43.78","44.47","40.50","327.14K","-6.55%"
"04.12.2008","43.67","47.00","47.27","43.36","232.45K","-6.67%"
"03.12.2008","46.79","47.76","48.10","46.26","217.57K","-0.36%"
"02.12.2008","46.96","48.85","50.25","46.82","233.25K","-4.71%"
"01.12.2008","49.28","54.62","54.62","48.62","217.05K","-9.46%"
"28.11.2008","54.43","54.30","55.98","51.12","129.16K","-0.02%"
"26.11.2008","54.44","50.65","54.97","50.15","243.44K","7.23%"
"25.11.2008","50.77","54.30","54.66","50.52","228.41K","-6.84%"
"24.11.2008","54.50","50.97","55.30","48.80","233.07K","9.15%"
"21.11.2008","49.93","48.57","51.12","48.25","213.65K","0.62%"
"20.11.2008","49.62","53.10","53.30","48.50","38.95K","-7.46%"
"19.11.2008","53.62","54.70","55.34","52.79","161.38K","-1.42%"
"18.11.2008","54.39","55.01","55.98","53.96","189.69K","-1.02%"
"17.11.2008","54.95","56.74","58.98","54.72","337.54K","-3.66%"
"14.11.2008","57.04","59.39","59.96","55.69","245.86K","-2.06%"
"13.11.2008","58.24","55.44","59.66","54.67","322.69K","3.70%"
"12.11.2008","56.16","59.00","59.50","55.50","261.42K","-5.34%"
"11.11.2008","59.33","62.14","62.28","58.32","258.31K","-4.94%"
"10.11.2008","62.41","61.80","65.56","59.10","286.65K","2.24%"
"07.11.2008","61.04","60.67","62.82","59.97","236.05K","0.44%"
"06.11.2008","60.77","65.02","65.50","60.16","292.02K","-6.94%"
"05.11.2008","65.30","70.00","70.46","65.00","272.47K","-7.42%"
"04.11.2008","70.53","63.80","71.77","62.25","329.19K","10.36%"
"03.11.2008","63.91","67.37","69.19","63.63","236.43K","-5.75%"
"31.10.2008","67.81","65.58","68.60","63.12","256.88K","2.80%"
"30.10.2008","65.96","68.11","70.60","64.04","279.20K","-2.28%"
"29.10.2008","67.50","64.50","69.24","63.65","315.42K","7.60%"
"28.10.2008","62.73","62.24","65.20","61.61","222.08K","-0.78%"
"27.10.2008","63.22","64.78","65.77","61.30","234.15K","-1.45%"
"24.10.2008","64.15","69.42","69.50","62.65","253.81K","-5.44%"
"23.10.2008","67.84","67.21","69.42","65.90","256.89K","1.63%"
"22.10.2008","66.75","71.47","71.80","66.20","272.32K","-5.84%"
"21.10.2008","70.89","75.62","75.69","69.77","24.68K","-4.53%"
"20.10.2008","74.25","72.16","76.12","71.77","137.30K","3.34%"
"17.10.2008","71.85","72.30","74.30","69.84","141.91K","2.86%"
"16.10.2008","69.85","73.60","74.50","68.57","283.09K","-6.29%"
"15.10.2008","74.54","78.75","79.17","73.55","221.14K","-5.20%"
"14.10.2008","78.63","82.00","84.83","78.31","266.14K","-3.15%"
"13.10.2008","81.19","80.12","82.52","79.45","210.71K","4.49%"
"10.10.2008","77.70","84.93","85.13","77.09","364.00K","-10.27%"
"09.10.2008","86.59","88.80","89.82","84.19","248.21K","-2.65%"
"08.10.2008","88.95","89.56","90.99","86.05","339.34K","-1.23%"
"07.10.2008","90.06","88.96","93.02","87.87","342.92K","2.56%"
